  -4.99999989E-03  -4.99999989E-03   0.00000000    
   4.99999989E-03  -4.99999989E-03   0.00000000    
   1.49999997E-02  -4.99999989E-03   0.00000000    
   2.49999985E-02  -4.99999989E-03   0.00000000    
   3.49999964E-02  -4.99999989E-03   0.00000000    
   4.49999943E-02  -4.99999989E-03   0.00000000    
   5.49999923E-02  -4.99999989E-03   0.00000000    
   6.49999902E-02  -4.99999989E-03   0.00000000    
   7.49999881E-02  -4.99999989E-03   0.00000000    
   8.49999860E-02  -4.99999989E-03   0.00000000    
   9.49999839E-02  -4.99999989E-03   0.00000000    
  0.104999982      -4.99999989E-03   0.00000000    
  0.114999980      -4.99999989E-03   0.00000000    
  0.124999978      -4.99999989E-03   0.00000000    
  0.134999976      -4.99999989E-03   0.00000000    
  0.144999981      -4.99999989E-03   0.00000000    
  0.154999986      -4.99999989E-03   0.00000000    
  0.164999992      -4.99999989E-03   0.00000000    
  0.174999997      -4.99999989E-03   0.00000000    
  0.185000002      -4.99999989E-03   0.00000000    
  0.195000008      -4.99999989E-03   0.00000000    
  0.205000013      -4.99999989E-03   0.00000000    
  0.215000018      -4.99999989E-03   0.00000000    
  0.225000024      -4.99999989E-03   0.00000000    
  0.235000029      -4.99999989E-03   0.00000000    
  0.245000035      -4.99999989E-03   0.00000000    
  0.255000025      -4.99999989E-03   0.00000000    
  0.265000015      -4.99999989E-03   0.00000000    
  0.275000006      -4.99999989E-03   0.00000000    
  0.284999996      -4.99999989E-03   0.00000000    
  0.294999987      -4.99999989E-03   0.00000000    
  0.304999977      -4.99999989E-03   0.00000000    
  0.314999968      -4.99999989E-03   0.00000000    
  0.324999958      -4.99999989E-03   0.00000000    
  0.334999949      -4.99999989E-03   0.00000000    
  0.344999939      -4.99999989E-03   0.00000000    
  0.354999930      -4.99999989E-03   0.00000000    
  0.364999920      -4.99999989E-03   0.00000000    
  0.374999911      -4.99999989E-03   0.00000000    
  0.384999901      -4.99999989E-03   0.00000000    
  0.394999892      -4.99999989E-03   0.00000000    
  0.404999882      -4.99999989E-03   0.00000000    
  0.414999872      -4.99999989E-03   0.00000000    
  0.424999863      -4.99999989E-03   0.00000000    
